LP DATA SYSTEM SID HUMAN
cs-en newstest2017 PJATK.4760 1580 -0.866612415426821
cs-en newstest2017 online-A.0 1597 -0.593591647701315
cs-en newstest2017 uedin-nmt.4955 1617 -0.32344262588175
cs-en newstest2017 PJATK.4760 1620 0.0226251460368498
cs-en newstest2017 online-B.0 1761 -0.340537244112015
cs-en newstest2017 online-B.0 1798 -0.139141457669479
cs-en newstest2017 online-A.0 1804 -1.23056257949358
cs-en newstest2017 uedin-nmt.4955 1849 0.766594516690776
cs-en newstest2017 uedin-nmt.4955 1852 -1.41026795065144
cs-en newstest2017 online-B.0 1858 0.748580195629583
cs-en newstest2017 PJATK.4760 1900 -0.259689542908196
cs-en newstest2017 online-A.0 2042 -0.731404769627462
cs-en newstest2017 online-A.0 2043 -1.0112942468988
cs-en newstest2017 online-A.0 2134 0.459885746358262
cs-en newstest2017 online-B.0 2164 0.279883711438512
cs-en newstest2017 online-A.0 2169 0.58194851505769
cs-en newstest2017 online-B.0 2190 0.57477819801964
cs-en newstest2017 uedin-nmt.4955 2200 0.473357502665323
cs-en newstest2017 online-B.0 2249 0.407568814143509
cs-en newstest2017 PJATK.4760 2302 0.311103133138481
cs-en newstest2017 PJATK.4760 2309 -0.117051463833626
cs-en newstest2017 PJATK.4760 2344 0.574898169171685
cs-en newstest2017 PJATK.4760 2370 0.661230960382098
cs-en newstest2017 online-B.0 2383 0.0690248657899868
cs-en newstest2017 online-A.0 2444 0.259640072395294
cs-en newstest2017 online-A.0 2457 -0.734816553603755
cs-en newstest2017 online-B.0 2490 0.607194082687828
cs-en newstest2017 uedin-nmt.4955 2531 0.669889337164847
cs-en newstest2017 online-B.0 2559 0.431281529624389
cs-en newstest2017 online-A.0 2598 0.968052556413551
cs-en newstest2017 online-A.0 2603 -0.298498424813739
cs-en newstest2017 online-B.0 2676 0.503123297080227
cs-en newstest2017 online-A.0 2715 -0.68137702211106
cs-en newstest2017 online-A.0 2724 0.26423066313308
cs-en newstest2017 PJATK.4760 2741 -0.147419235264997
cs-en newstest2017 online-A.0 2820 0.280620859112187
cs-en newstest2017 PJATK.4760 2880 -1.17641624778154
cs-en newstest2017 online-B.0 2919 0.524592567216181
cs-en newstest2017 online-A.0 18 0.744595326905238
cs-en newstest2017 PJATK.4760 65 0.643471075817792
cs-en newstest2017 uedin-nmt.4955 80 -0.336143746227553
cs-en newstest2017 PJATK.4760 114 -0.550921375699573
cs-en newstest2017 online-B.0 119 -0.54152382725008
cs-en newstest2017 online-A.0+online-B.0 147 0.83331602392038
cs-en newstest2017 uedin-nmt.4955 200 0.438170181700025
cs-en newstest2017 PJATK.4760 219 -0.72165402806984
cs-en newstest2017 uedin-nmt.4955+online-A.0 339 0.640741458193483
cs-en newstest2017 online-B.0 347 0.0618575329308809
cs-en newstest2017 uedin-nmt.4955 354 0.258218922878635
cs-en newstest2017 online-B.0 491 0.684782844336268
cs-en newstest2017 uedin-nmt.4955 571 -0.314682364389134
cs-en newstest2017 online-A.0 573 -0.337210682213259
cs-en newstest2017 uedin-nmt.4955 606 0.5198285453537
cs-en newstest2017 online-A.0 640 -1.05040858013829
cs-en newstest2017 online-B.0 710 0.168056018701006
cs-en newstest2017 PJATK.4760 728 0.556274929937076
cs-en newstest2017 online-A.0 917 -0.500337638781858
cs-en newstest2017 online-A.0 920 0.0937401498226756
cs-en newstest2017 online-B.0 921 -0.435407073036101
cs-en newstest2017 uedin-nmt.4955 1051 0.942879919248733
cs-en newstest2017 online-A.0 1053 0.00777048004433575
cs-en newstest2017 PJATK.4760 1098 0.104492799631676
cs-en newstest2017 uedin-nmt.4955 1242 0.15975848138472
cs-en newstest2017 uedin-nmt.4955 1309 0.482794463959874
cs-en newstest2017 online-A.0 1310 0.748550420810238
cs-en newstest2017 online-B.0 1318 0.20515375953249
cs-en newstest2017 uedin-nmt.4955 1351 0.720891385535111
cs-en newstest2017 online-A.0 1391 -1.16643087909808
cs-en newstest2017 uedin-nmt.4955 1393 0.834747882203946
cs-en newstest2017 PJATK.4760 1399 0.0732645277567849
cs-en newstest2017 online-B.0 1426 -0.313102197228261
cs-en newstest2017 online-B.0 1461 0.112969453765811
cs-en newstest2017 PJATK.4760 1474 -0.860562299761683
cs-en newstest2017 PJATK.4760 1511 -1.10178097506165
cs-en newstest2017 online-B.0 1548 0.0253238552679804
cs-en newstest2017 uedin-nmt.4955 1605 0.654567301980884
cs-en newstest2017 PJATK.4760 1692 -0.673491232061484
cs-en newstest2017 uedin-nmt.4955 1783 0.49593926945131
cs-en newstest2017 uedin-nmt.4955 1806 0.431695174570442
cs-en newstest2017 online-A.0 1830 -0.844162969269978
cs-en newstest2017 PJATK.4760 1870 -0.731677812595697
cs-en newstest2017 online-B.0 1902 0.147815406478038
cs-en newstest2017 uedin-nmt.4955 1949 -0.200073996121739
cs-en newstest2017 PJATK.4760 1950 -0.67266782716538
cs-en newstest2017 uedin-nmt.4955 1976 -1.28886025484907
cs-en newstest2017 PJATK.4760 1985 -0.315721442242367
cs-en newstest2017 uedin-nmt.4955 2010 1.0483725606078
cs-en newstest2017 PJATK.4760 2040 -0.568892431889238
cs-en newstest2017 online-B.0 2042 0.0055127525454638
cs-en newstest2017 uedin-nmt.4955 2089 0.536067735225029
cs-en newstest2017 online-B.0 2096 0.410076634045586
cs-en newstest2017 online-A.0 2110 -0.370708964457103
cs-en newstest2017 online-B.0 2122 0.415186907689775
cs-en newstest2017 uedin-nmt.4955 2128 0.698314207648344
cs-en newstest2017 PJATK.4760 2181 0.574875698609102
cs-en newstest2017 online-B.0 2234 0.34153550225829
cs-en newstest2017 uedin-nmt.4955 2443 0.478440402038293
cs-en newstest2017 uedin-nmt.4955 2462 -0.337006276502963
cs-en newstest2017 uedin-nmt.4955+PJATK.4760+online-A.0+online-B.0 2519 1.10854200167586
cs-en newstest2017 online-A.0 2536 -0.20329452799653
cs-en newstest2017 uedin-nmt.4955 2557 -0.010836132587341
cs-en newstest2017 PJATK.4760 2623 0.499931246118007
cs-en newstest2017 online-B.0 2631 0.46866764964368
cs-en newstest2017 online-A.0 2789 0.134928704978173
cs-en newstest2017 uedin-nmt.4955 2795 0.204235684527531
cs-en newstest2017 online-A.0 2937 0.16136160643876
cs-en newstest2017 PJATK.4760 2954 0.164738714001713
cs-en newstest2017 online-B.0 2968 0.643778907073379
cs-en newstest2017 online-A.0 59 -1.27555572328003
cs-en newstest2017 PJATK.4760 63 0.642057451778936
cs-en newstest2017 online-A.0 105 0.687503648456373
cs-en newstest2017 online-A.0 111 -1.61531455979726
cs-en newstest2017 PJATK.4760 188 0.898042554359569
cs-en newstest2017 PJATK.4760 220 0.408700109718257
cs-en newstest2017 online-A.0 361 -0.693981329839732
cs-en newstest2017 online-B.0 379 0.376625016988347
cs-en newstest2017 PJATK.4760 421 -0.766714383581086
cs-en newstest2017 online-A.0 479 0.503464793936067
cs-en newstest2017 online-A.0 489 -0.172625425202207
cs-en newstest2017 online-B.0 568 0.773043725006521
cs-en newstest2017 online-B.0 604 -0.813141862442749
cs-en newstest2017 online-B.0 660 0.00738680188276087
cs-en newstest2017 online-A.0 731 -0.570026907855281
cs-en newstest2017 online-A.0 755 0.400717186948068
cs-en newstest2017 uedin-nmt.4955 763 0.0508259109858695
cs-en newstest2017 online-A.0 763 -0.358352830975738
cs-en newstest2017 uedin-nmt.4955 800 0.668527265891474
cs-en newstest2017 online-B.0 855 0.760394450106687
cs-en newstest2017 PJATK.4760 874 -1.02539624247595
cs-en newstest2017 uedin-nmt.4955+PJATK.4760+online-A.0 926 0.800717355656209
cs-en newstest2017 PJATK.4760 936 0.0161576381876228
cs-en newstest2017 online-B.0 960 -0.562450175177943
cs-en newstest2017 online-A.0 968 0.528736008306884
cs-en newstest2017 online-B.0 974 0.751806882839951
cs-en newstest2017 online-A.0 1002 0.660322657679938
cs-en newstest2017 uedin-nmt.4955+PJATK.4760+online-A.0+online-B.0 1121 -0.148480694444171
cs-en newstest2017 online-B.0 1211 -1.58628434634909
cs-en newstest2017 online-A.0 1221 -0.821746086413165
cs-en newstest2017 PJATK.4760 1222 -1.13308859414006
cs-en newstest2017 online-B.0 1223 -0.830835114472909
cs-en newstest2017 PJATK.4760 1227 0.0170622140253471
cs-en newstest2017 uedin-nmt.4955 1260 -0.737790862538214
cs-en newstest2017 online-B.0 1350 0.628157592609615
cs-en newstest2017 online-B.0 1363 0.597583934297696
cs-en newstest2017 online-B.0 1415 -0.925322245536989
cs-en newstest2017 PJATK.4760 1422 -0.178464619585338
cs-en newstest2017 PJATK.4760 1446 0.810262661385848
cs-en newstest2017 online-B.0 1546 -0.269348369240813
cs-en newstest2017 uedin-nmt.4955 1550 0.182542116283733
cs-en newstest2017 uedin-nmt.4955 1599 -0.0944807176668851
cs-en newstest2017 uedin-nmt.4955 1702 0.413617063261773
cs-en newstest2017 online-B.0 1757 0.890900709819014
cs-en newstest2017 online-A.0 1777 -0.336709133973176
cs-en newstest2017 PJATK.4760 1812 0.441940213900685
cs-en newstest2017 online-B.0 1832 0.229344946838856
cs-en newstest2017 online-B.0 1864 0.302122131391706
cs-en newstest2017 PJATK.4760 1868 -1.01838460168403
cs-en newstest2017 online-A.0 1888 0.652071807497008
cs-en newstest2017 PJATK.4760 1896 -0.614828624100577
cs-en newstest2017 online-B.0 2086 0.448062036115106
cs-en newstest2017 online-B.0 2142 -0.60436436241526
cs-en newstest2017 online-B.0 2160 -0.187067310090709
cs-en newstest2017 online-B.0 2370 0.568251378737993
cs-en newstest2017 online-A.0 2403 -0.151276068915804
cs-en newstest2017 PJATK.4760 2455 -0.678834178997121
cs-en newstest2017 online-A.0 2606 -0.442471487728535
cs-en newstest2017 online-B.0 2657 0.603506300477804
cs-en newstest2017 uedin-nmt.4955 2710 0.512386828694754
cs-en newstest2017 online-A.0 2712 0.760901257208852
cs-en newstest2017 uedin-nmt.4955 2725 0.756439932497759
cs-en newstest2017 uedin-nmt.4955 2731 0.289685808161079
cs-en newstest2017 online-A.0 2740 0.513811939889968
cs-en newstest2017 online-A.0+online-B.0 2783 0.91524634707665
cs-en newstest2017 PJATK.4760 2787 0.77826809038829
cs-en newstest2017 online-B.0 2798 0.0784895859193535
cs-en newstest2017 PJATK.4760 2842 0.349435698777472
cs-en newstest2017 PJATK.4760 2937 0.0948809497544166
cs-en newstest2017 online-B.0 2995 0.647480496347667
de-en newstest2017 online-F.0 56 0.137062119452236
de-en newstest2017 SYSTRAN.4846 118 -1.01086097072092
de-en newstest2017 online-F.0 138 0.0584496804704662
de-en newstest2017 C-3MA.4958+KIT.4951 169 0.750658335654728
de-en newstest2017 online-B.0+C-3MA.4958+LIUM-NMT.4733 200 0.883065752348332
de-en newstest2017 TALP-UPC.4830+uedin-nmt.4723 294 0.832633537162112
de-en newstest2017 SYSTRAN.4846 301 0.884688845931569
de-en newstest2017 LIUM-NMT.4733 353 -0.279165252612045
de-en newstest2017 online-A.0 357 0.280624084207343
de-en newstest2017 online-F.0 361 -0.416169508103588
de-en newstest2017 LIUM-NMT.4733 445 0.696742057673121
de-en newstest2017 KIT.4951 470 0.386083986937827
de-en newstest2017 online-F.0 662 0.758733498040918
de-en newstest2017 C-3MA.4958 741 -0.0285074006640398
de-en newstest2017 TALP-UPC.4830 791 0.641925533289121
de-en newstest2017 RWTH-nmt-ensemble.4920 794 -0.954769384903391
de-en newstest2017 uedin-nmt.4723 830 -0.488737453315734
de-en newstest2017 SYSTRAN.4846 862 -0.00663161109443711
de-en newstest2017 online-A.0 873 0.294768186278418
de-en newstest2017 online-G.0 890 0.185261873641718
de-en newstest2017 online-F.0 894 -1.10800857069783
de-en newstest2017 C-3MA.4958 948 0.765495198167044
de-en newstest2017 TALP-UPC.4830 1035 0.254850559637474
de-en newstest2017 uedin-nmt.4723 1084 -0.0346348064656021
de-en newstest2017 online-F.0 1109 -0.75438465486833
de-en newstest2017 C-3MA.4958 1133 -0.036740298400615
de-en newstest2017 RWTH-nmt-ensemble.4920 1145 0.783635730617338
de-en newstest2017 C-3MA.4958 1157 0.00105995613130554
de-en newstest2017 uedin-nmt.4723 1200 -0.0393370228527848
de-en newstest2017 SYSTRAN.4846+uedin-nmt.4723+online-A.0 1220 0.671120633006649
de-en newstest2017 SYSTRAN.4846+online-B.0+TALP-UPC.4830+KIT.4951 1241 0.769116329627506
de-en newstest2017 TALP-UPC.4830 1273 -0.502617068299719
de-en newstest2017 online-F.0 1316 -0.50976526375907
de-en newstest2017 C-3MA.4958 1316 -0.117512439282381
de-en newstest2017 LIUM-NMT.4733 1357 0.260887571644877
de-en newstest2017 online-B.0 1375 0.456039805177032
de-en newstest2017 TALP-UPC.4830 1392 -0.662901581935
de-en newstest2017 TALP-UPC.4830 1503 0.101810519805093
de-en newstest2017 RWTH-nmt-ensemble.4920 1509 0.894331140048388
de-en newstest2017 C-3MA.4958 1556 -0.826669441838164
de-en newstest2017 uedin-nmt.4723 1562 0.0760483172289948
de-en newstest2017 SYSTRAN.4846 1607 0.243950841065849
de-en newstest2017 online-G.0 1617 -0.0960442048918062
de-en newstest2017 LIUM-NMT.4733 1635 -0.155830414118542
de-en newstest2017 uedin-nmt.4723 1662 0.727707953539266
de-en newstest2017 RWTH-nmt-ensemble.4920 1741 -0.347496318972986
de-en newstest2017 online-B.0 1809 0.259931466187846
de-en newstest2017 SYSTRAN.4846+uedin-nmt.4723 1933 0.699216601583766
de-en newstest2017 RWTH-nmt-ensemble.4920 1966 -0.401842247098342
de-en newstest2017 C-3MA.4958 1990 -0.831463348168818
de-en newstest2017 RWTH-nmt-ensemble.4920 2044 -0.022018393667652
de-en newstest2017 online-G.0 2057 -0.352576888543511
de-en newstest2017 SYSTRAN.4846 2074 -1.09152568158111
de-en newstest2017 online-G.0 2087 0.469965477624675
de-en newstest2017 TALP-UPC.4830 2107 0.572126409228301
de-en newstest2017 TALP-UPC.4830 2109 -1.21905995461983
de-en newstest2017 C-3MA.4958 2147 -0.722909701083894
de-en newstest2017 online-A.0 2151 -0.0365665962512992
de-en newstest2017 C-3MA.4958 2274 -0.546119622377734
de-en newstest2017 TALP-UPC.4830 2422 0.261415171344105
de-en newstest2017 SYSTRAN.4846 2453 -0.0422993056731084
de-en newstest2017 online-F.0 2514 -0.386630360126546
de-en newstest2017 RWTH-nmt-ensemble.4920 2519 0.37449227011309
de-en newstest2017 KIT.4951 2563 -0.0566898184817364
de-en newstest2017 online-B.0 2599 0.329580832780899
de-en newstest2017 online-G.0 2642 0.222232249170835
de-en newstest2017 RWTH-nmt-ensemble.4920 2655 0.125105292073628
de-en newstest2017 online-B.0 2724 0.911548829973467
de-en newstest2017 online-F.0 2872 -0.370608738343822
de-en newstest2017 LIUM-NMT.4733 2932 -0.504636913108504
de-en newstest2017 online-B.0 28 0.273081734682222
de-en newstest2017 online-B.0 51 -0.638988828290685
de-en newstest2017 LIUM-NMT.4733 77 0.123886309815483
de-en newstest2017 LIUM-NMT.4733 123 0.431096454495766
de-en newstest2017 SYSTRAN.4846 130 0.265381832979479
de-en newstest2017 online-F.0 165 -1.78746092838292
de-en newstest2017 online-G.0 248 0.431835743288075
de-en newstest2017 C-3MA.4958 262 -1.1236925563288
de-en newstest2017 uedin-nmt.4723 284 0.354372484153838
de-en newstest2017 TALP-UPC.4830 363 0.454088627388552
de-en newstest2017 KIT.4951 463 0.500289424218721
de-en newstest2017 SYSTRAN.4846 488 -0.0477440153212771
de-en newstest2017 C-3MA.4958 554 0.867771476106224
de-en newstest2017 RWTH-nmt-ensemble.4920 609 0.362902488584759
de-en newstest2017 online-A.0 611 0.487639684015801
de-en newstest2017 TALP-UPC.4830 655 -0.045070266003784
de-en newstest2017 uedin-nmt.4723 658 0.313116388744028
de-en newstest2017 online-A.0 685 0.643120285543685
de-en newstest2017 KIT.4951 757 0.429467496082689
de-en newstest2017 SYSTRAN.4846 867 0.00796416952763825
de-en newstest2017 LIUM-NMT.4733 894 0.132059430586844
de-en newstest2017 online-A.0 916 -0.19344184907163
de-en newstest2017 TALP-UPC.4830 933 0.663215275916471
de-en newstest2017 LIUM-NMT.4733 948 0.73007945625804
de-en newstest2017 SYSTRAN.4846 1012 0.135015295188386
de-en newstest2017 online-B.0 1118 0.0948234648003849
de-en newstest2017 C-3MA.4958 1179 -0.12643779458664
de-en newstest2017 online-F.0 1188 0.0515264153483433
de-en newstest2017 LIUM-NMT.4733 1202 0.72614991335183
de-en newstest2017 TALP-UPC.4830 1211 -0.155546264727771
de-en newstest2017 online-G.0 1259 0.0624445542642688
de-en newstest2017 uedin-nmt.4723+KIT.4951 1278 0.724337879827738
de-en newstest2017 TALP-UPC.4830 1278 0.468257598177851
de-en newstest2017 online-A.0 1291 -0.0637798018254348
de-en newstest2017 RWTH-nmt-ensemble.4920 1296 0.215465693549966
de-en newstest2017 KIT.4951 1310 0.110812652040475
de-en newstest2017 SYSTRAN.4846 1326 -0.342936740925542
de-en newstest2017 online-G.0 1383 -0.685419686496901
de-en newstest2017 TALP-UPC.4830 1523 -0.167126909824934
de-en newstest2017 online-A.0 1584 -0.96210618387129
de-en newstest2017 online-B.0 1604 0.148023192506201
de-en newstest2017 TALP-UPC.4830 1622 0.273752263791015
de-en newstest2017 online-F.0 1698 0.32994933722624
de-en newstest2017 C-3MA.4958 1699 -0.763906410416414
de-en newstest2017 online-F.0 1810 -0.223840493984582
de-en newstest2017 online-A.0 1891 0.468991897767203
de-en newstest2017 TALP-UPC.4830 1925 -0.580589665296769
de-en newstest2017 uedin-nmt.4723 1953 0.570898210600121
de-en newstest2017 online-A.0 2131 -0.354173904039071
de-en newstest2017 RWTH-nmt-ensemble.4920+KIT.4951 2134 0.0828266555942293
de-en newstest2017 uedin-nmt.4723 2252 0.459315634959852
de-en newstest2017 LIUM-NMT.4733 2252 0.386931177260201
de-en newstest2017 KIT.4951 2316 0.413147064195833
de-en newstest2017 C-3MA.4958 2333 0.366789270015224
de-en newstest2017 online-F.0 2349 -0.324298523111489
de-en newstest2017 online-B.0 2377 0.566767844493768
de-en newstest2017 online-B.0 2389 0.0384329403242248
de-en newstest2017 online-F.0 2423 -0.517945790879555
de-en newstest2017 SYSTRAN.4846 2441 0.199682317736682
de-en newstest2017 KIT.4951 2506 0.218550380207685
de-en newstest2017 LIUM-NMT.4733 2555 0.740867122809969
de-en newstest2017 TALP-UPC.4830 2572 -0.0282702886204451
de-en newstest2017 SYSTRAN.4846+online-B.0+RWTH-nmt-ensemble.4920+TALP-UPC.4830+C-3MA.4958+online-A.0+LIUM-NMT.4733 2589 0.84303240160054
de-en newstest2017 online-B.0 2676 0.519112592273449
de-en newstest2017 online-A.0 2702 0.494496488560291
de-en newstest2017 TALP-UPC.4830 2745 -1.61138508242201
de-en newstest2017 online-G.0 2847 -0.770530495357462
de-en newstest2017 online-F.0 2850 -0.68672501475318
de-en newstest2017 KIT.4951 2865 0.0227841636897609
de-en newstest2017 online-A.0 2982 -0.641280644828014
de-en newstest2017 online-B.0 80 0.57902684379002
de-en newstest2017 SYSTRAN.4846 96 0.33647881908041
de-en newstest2017 uedin-nmt.4723+online-A.0 303 0.798814571313171
de-en newstest2017 TALP-UPC.4830 441 0.234763877598121
de-en newstest2017 uedin-nmt.4723 444 0.563357364934309
de-en newstest2017 online-F.0 490 -0.366196907619701
de-en newstest2017 LIUM-NMT.4733 512 0.69549616676749
de-en newstest2017 online-G.0 544 -0.61539329326238
de-en newstest2017 online-B.0 714 0.165391686685688
de-en newstest2017 uedin-nmt.4723 807 -1.1379495267115
de-en newstest2017 online-B.0 821 0.127660290875654
de-en newstest2017 TALP-UPC.4830 858 0.225942248973771
de-en newstest2017 TALP-UPC.4830 873 -1.28365602028727
de-en newstest2017 online-F.0 938 -0.945836894919085
de-en newstest2017 KIT.4951 953 0.732154513200694
de-en newstest2017 online-A.0 971 0.43451354702392
de-en newstest2017 C-3MA.4958 1054 0.365926667912679
de-en newstest2017 online-G.0 1101 0.230831165857699
de-en newstest2017 LIUM-NMT.4733 1112 0.485005980025832
de-en newstest2017 C-3MA.4958 1200 -0.654012332237191
de-en newstest2017 online-G.0 1218 -0.345371831062191
de-en newstest2017 KIT.4951 1325 -0.319410007470644
de-en newstest2017 online-G.0 1381 -0.226063762425779
de-en newstest2017 RWTH-nmt-ensemble.4920 1425 -0.325831753844372
de-en newstest2017 online-G.0 1426 -0.157365883761956
de-en newstest2017 KIT.4951 1435 -0.394882318565112
de-en newstest2017 RWTH-nmt-ensemble.4920 1481 -1.1539312705686
de-en newstest2017 LIUM-NMT.4733 1512 -0.0608207933978763
de-en newstest2017 SYSTRAN.4846 1516 0.591294672828456
de-en newstest2017 RWTH-nmt-ensemble.4920 1577 0.0727781358406972
de-en newstest2017 online-G.0 1602 0.618851494006658
de-en newstest2017 online-A.0 1603 0.414205025473086
de-en newstest2017 C-3MA.4958 1617 -0.515711090791667
de-en newstest2017 RWTH-nmt-ensemble.4920 1752 -0.402492101620017
de-en newstest2017 RWTH-nmt-ensemble.4920 1756 0.547221561290854
de-en newstest2017 uedin-nmt.4723 1761 0.691921246134718
de-en newstest2017 KIT.4951 1774 -0.82371176019958
de-en newstest2017 SYSTRAN.4846 1824 -0.0414433690928675
de-en newstest2017 C-3MA.4958 1928 0.349648802796786
de-en newstest2017 online-B.0 1963 0.262852599805901
de-en newstest2017 SYSTRAN.4846 2000 -0.49865956533866
de-en newstest2017 TALP-UPC.4830 2022 -1.04497995469943
de-en newstest2017 online-A.0 2046 0.649061922281347
de-en newstest2017 SYSTRAN.4846 2047 -0.184011932701493
de-en newstest2017 online-B.0 2048 0.238273917200944
de-en newstest2017 online-G.0 2069 -0.684037116060905
de-en newstest2017 SYSTRAN.4846 2110 -0.18101420576806
de-en newstest2017 C-3MA.4958+online-A.0 2134 0.04679205936105
de-en newstest2017 online-G.0 2141 -0.773877827670983
de-en newstest2017 uedin-nmt.4723 2154 0.0902134286145461
de-en newstest2017 LIUM-NMT.4733 2182 0.706256975864831
de-en newstest2017 LIUM-NMT.4733 2286 -0.114682216343713
de-en newstest2017 TALP-UPC.4830 2290 -0.422783933006016
de-en newstest2017 C-3MA.4958 2331 -0.356836378837675
de-en newstest2017 RWTH-nmt-ensemble.4920+online-A.0 2403 1.17887552364818
de-en newstest2017 TALP-UPC.4830 2407 0.504642808394452
de-en newstest2017 online-A.0 2408 0.527130930436747
de-en newstest2017 online-G.0 2424 -0.744640425482768
de-en newstest2017 TALP-UPC.4830 2438 -0.201959641229871
de-en newstest2017 online-B.0 2485 0.471892509535515
de-en newstest2017 online-A.0 2492 0.972648830244444
de-en newstest2017 online-B.0 2597 0.639310618634563
de-en newstest2017 RWTH-nmt-ensemble.4920 2632 -0.117490157190948
de-en newstest2017 RWTH-nmt-ensemble.4920 2646 -0.00969975712222812
de-en newstest2017 uedin-nmt.4723 2721 0.475178303467626
de-en newstest2017 online-F.0 2736 0.063218962210059
de-en newstest2017 online-A.0 2792 0.00130928705643888
de-en newstest2017 online-F.0 2873 -0.788879477571612
de-en newstest2017 online-A.0 2921 -1.0864211885566
de-en newstest2017 uedin-nmt.4723 2952 0.178528527584373
de-en newstest2017 KIT.4951 14 0.514336373692121
de-en newstest2017 uedin-nmt.4723 69 -0.91259035350632
de-en newstest2017 uedin-nmt.4723 72 -0.523505868921897
de-en newstest2017 SYSTRAN.4846+online-B.0+RWTH-nmt-ensemble.4920+uedin-nmt.4723+C-3MA.4958+online-A.0+LIUM-NMT.4733+KIT.4951 73 0.22415890099311
de-en newstest2017 SYSTRAN.4846 90 0.165943489063338
de-en newstest2017 online-B.0 118 -0.551410354545596
de-en newstest2017 RWTH-nmt-ensemble.4920 174 0.462863311950259
de-en newstest2017 KIT.4951 250 0.0452334135814443
de-en newstest2017 online-G.0 316 -0.958634122198454
de-en newstest2017 RWTH-nmt-ensemble.4920 428 0.0871501338250724
de-en newstest2017 TALP-UPC.4830 487 0.224628935346171
de-en newstest2017 LIUM-NMT.4733 496 0.994824215350105
de-en newstest2017 KIT.4951 498 -0.116581787333989
de-en newstest2017 online-F.0 505 -0.644747694176775
de-en newstest2017 TALP-UPC.4830 533 -0.425434421578414
de-en newstest2017 TALP-UPC.4830 602 -0.659165381459471
de-en newstest2017 online-A.0 659 0.359299830603297
de-en newstest2017 uedin-nmt.4723 682 0.613569813668134
de-en newstest2017 C-3MA.4958 753 0.548052743367314
de-en newstest2017 SYSTRAN.4846 761 -0.772106544323895
de-en newstest2017 TALP-UPC.4830 777 0.691189190735259
de-en newstest2017 TALP-UPC.4830 815 0.407511115439716
de-en newstest2017 LIUM-NMT.4733 868 -0.189695163449503
de-en newstest2017 C-3MA.4958 875 -0.681455343205852
de-en newstest2017 online-G.0 971 -1.10742498806759
de-en newstest2017 RWTH-nmt-ensemble.4920+uedin-nmt.4723 1073 0.627235389672839
de-en newstest2017 LIUM-NMT.4733 1118 -0.405828887218873
de-en newstest2017 TALP-UPC.4830 1157 -0.252245250237265
de-en newstest2017 RWTH-nmt-ensemble.4920 1160 -0.676556535599665
de-en newstest2017 uedin-nmt.4723 1174 -0.89937180693686
de-en newstest2017 KIT.4951 1229 -0.275851937886191
de-en newstest2017 online-F.0 1250 -0.663237058926559
de-en newstest2017 KIT.4951 1299 0.299473810551007
de-en newstest2017 uedin-nmt.4723 1326 -0.159711654141218
de-en newstest2017 online-A.0 1368 -0.29384885060255
de-en newstest2017 RWTH-nmt-ensemble.4920+KIT.4951 1386 -0.250635930006863
de-en newstest2017 uedin-nmt.4723 1451 -0.136192114023497
de-en newstest2017 KIT.4951 1451 -0.217820113173043
de-en newstest2017 SYSTRAN.4846 1458 0.609296469842822
de-en newstest2017 TALP-UPC.4830 1518 -0.161203135494114
de-en newstest2017 RWTH-nmt-ensemble.4920 1559 -0.866839130048845
de-en newstest2017 online-B.0 1563 -0.558575848529077
de-en newstest2017 LIUM-NMT.4733 1705 0.491037395707148
de-en newstest2017 LIUM-NMT.4733 1713 -0.434276361458533
de-en newstest2017 online-F.0 1955 -0.712286949019697
de-en newstest2017 online-B.0 1957 0.74820405025576
de-en newstest2017 C-3MA.4958 1968 -0.627008179569612
de-en newstest2017 TALP-UPC.4830 1969 0.257223168240538
de-en newstest2017 SYSTRAN.4846 2052 0.279129621009971
de-en newstest2017 TALP-UPC.4830 2111 -0.32953834681544
de-en newstest2017 uedin-nmt.4723 2126 -0.903606675562224
de-en newstest2017 TALP-UPC.4830 2256 -0.331359187063733
de-en newstest2017 RWTH-nmt-ensemble.4920 2302 -0.273917289078465
de-en newstest2017 LIUM-NMT.4733 2400 -0.725596146085691
de-en newstest2017 LIUM-NMT.4733 2430 -0.28027196124804
de-en newstest2017 C-3MA.4958 2452 0.266671172842774
de-en newstest2017 SYSTRAN.4846 2461 0.90097508255017
de-en newstest2017 online-A.0 2461 0.823507771518217
de-en newstest2017 LIUM-NMT.4733 2504 0.19542314240802
de-en newstest2017 online-G.0 2565 0.89553225200741
de-en newstest2017 LIUM-NMT.4733 2586 0.126431207184282
de-en newstest2017 LIUM-NMT.4733 2591 -0.233801665703942
de-en newstest2017 online-B.0 2610 0.848950327712584
de-en newstest2017 online-B.0 2626 0.249484408288447
de-en newstest2017 RWTH-nmt-ensemble.4920 2690 0.736215434015825
de-en newstest2017 C-3MA.4958 2846 -1.17233441137078
de-en newstest2017 online-F.0 2848 -1.03349779275628
de-en newstest2017 LIUM-NMT.4733 2850 -0.886414806879876
de-en newstest2017 online-A.0 2858 0.852672101788301
de-en newstest2017 KIT.4951 2875 0.232910564809305
de-en newstest2017 TALP-UPC.4830 52 0.522551194965333
de-en newstest2017 online-B.0 64 -0.0679722954697784
de-en newstest2017 KIT.4951 66 -0.0672778701647334
de-en newstest2017 KIT.4951 136 0.0956632721791983
de-en newstest2017 online-G.0 206 0.00545029993178672
